,scaled_input_age,scaled_input_workclass,scaled_input_education,scaled_input_marital-status,scaled_input_occupation,scaled_input_relationship,scaled_input_race,scaled_input_sex,scaled_input_capital-gain,scaled_input_capital-loss,scaled_input_hours-per-week,scaled_input_native-country,scaled_input_class,origin_input_age,origin_input_workclass,origin_input_education,origin_input_marital-status,origin_input_occupation,origin_input_relationship,origin_input_race,origin_input_sex,origin_input_capital-gain,origin_input_capital-loss,origin_input_hours-per-week,origin_input_native-country,origin_input_class,scaled_cf_age,scaled_cf_workclass,scaled_cf_education,scaled_cf_marital-status,scaled_cf_occupation,scaled_cf_relationship,scaled_cf_race,scaled_cf_sex,scaled_cf_capital-gain,scaled_cf_capital-loss,scaled_cf_hours-per-week,scaled_cf_native-country,scaled_cf_class,origin_cf_age,origin_cf_workclass,origin_cf_education,origin_cf_marital-status,origin_cf_occupation,origin_cf_relationship,origin_cf_race,origin_cf_sex,origin_cf_capital-gain,origin_cf_capital-loss,origin_cf_hours-per-week,origin_cf_native-country,origin_cf_class,running_time,Found,ground_truth,prediction
0,0.5205479452054793,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.14285714285714282,United-States,<=50K,54.99999999999999,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,14.999999999999998,United-States,<=50K,0.5205479452054793,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.1,0.75019798,United-States,>50K,54.99999999999999,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,435.6,74.51940204000002,United-States,>50K,0.19479012489318848,Y,<=50K,<=50K
0,0.6575342465753424,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.19387755102040813,United-States,<=50K,65.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K,0.6575342465753424,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.2,0.0,0.19387755102040813,United-States,>50K,65.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,19999.800000000003,0.0,20.0,United-States,>50K,0.1911921501159668,Y,<=50K,<=50K
0,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,0.39795918367346933,Guatemala,<=50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,<=50K,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.8,0.0,0.39795918367346933,Guatemala,>50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,79999.20000000001,0.0,40.0,Guatemala,>50K,0.19460511207580566,Y,<=50K,<=50K
0,0.4931506849315069,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.39795918367346933,United-States,>50K,53.00000000000001,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.4931506849315069,State-gov,7th-8th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.39795918367346933,Ecuador,<=50K,53.00000000000001,State-gov,7th-8th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Ecuador,<=50K,0.19591212272644043,Y,>50K,>50K
0,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,0.39795918367346933,United-States,<=50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.6,0.97690573,United-States,>50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,2613.6,96.73676154000002,United-States,>50K,0.1906728744506836,Y,<=50K,<=50K
0,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,0.47959183673469385,United-States,<=50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48.0,United-States,<=50K,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,1.0,0.0,0.03132067,United-States,>50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,99999.0,0.0,4.06942566,United-States,>50K,0.19131183624267578,Y,<=50K,<=50K
0,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.42857142857142855,United-States,>50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,>50K,0.2054794520547945,Without-pay,Bachelors,Married-AF-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.42857142857142855,United-States,<=50K,32.0,Without-pay,Bachelors,Married-AF-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,<=50K,0.19187593460083008,Y,>50K,>50K
0,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,0.39795918367346933,United-States,<=50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,0.39795918367346933,South,>50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,South,>50K,0.19447708129882812,Y,<=50K,<=50K
0,0.4794520547945205,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,0.5,United-States,<=50K,52.0,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,50.00000000000001,United-States,<=50K,0.4794520547945205,Private,5th-6th,Never-married,Handlers-cleaners,Wife,White,Male,0.0,0.6,0.5,United-States,>50K,52.0,Private,5th-6th,Never-married,Handlers-cleaners,Wife,White,Male,0.0,2613.6,50.00000000000001,United-States,>50K,0.1900320053100586,Y,<=50K,<=50K
0,0.2602739726027397,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,0.39795918367346933,United-States,<=50K,36.0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.2602739726027397,Private,HS-grad,Widowed,Machine-op-inspct,Husband,White,Male,0.0,0.0,0.39795918367346933,United-States,<=50K,36.0,Private,HS-grad,Widowed,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.19279098510742188,Y,<=50K,>50K
0,0.1232876712328767,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,0.37755102040816324,United-States,<=50K,26.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,38.0,United-States,<=50K,0.1232876712328767,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0.5,0.0,0.37755102040816324,India,>50K,26.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,49999.5,0.0,38.0,India,>50K,0.19465923309326172,Y,<=50K,<=50K
