,scaled_input_age,scaled_input_workclass,scaled_input_education,scaled_input_marital-status,scaled_input_occupation,scaled_input_relationship,scaled_input_race,scaled_input_sex,scaled_input_capital-gain,scaled_input_capital-loss,scaled_input_hours-per-week,scaled_input_native-country,scaled_input_class,origin_input_age,origin_input_workclass,origin_input_education,origin_input_marital-status,origin_input_occupation,origin_input_relationship,origin_input_race,origin_input_sex,origin_input_capital-gain,origin_input_capital-loss,origin_input_hours-per-week,origin_input_native-country,origin_input_class,scaled_cf_age,scaled_cf_workclass,scaled_cf_education,scaled_cf_marital-status,scaled_cf_occupation,scaled_cf_relationship,scaled_cf_race,scaled_cf_sex,scaled_cf_capital-gain,scaled_cf_capital-loss,scaled_cf_hours-per-week,scaled_cf_native-country,scaled_cf_class,origin_cf_age,origin_cf_workclass,origin_cf_education,origin_cf_marital-status,origin_cf_occupation,origin_cf_relationship,origin_cf_race,origin_cf_sex,origin_cf_capital-gain,origin_cf_capital-loss,origin_cf_hours-per-week,origin_cf_native-country,origin_cf_class,running_time,Found,ground_truth,prediction
0,0.5205479452054793,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.14285714285714282,United-States,<=50K,54.99999999999999,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,14.999999999999998,United-States,<=50K,0.5205479452054793,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1.1,0.60482627,United-States,>50K,54.99999999999999,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,4791.6,60.27297446000001,United-States,>50K,0.27596592903137207,Y,<=50K,<=50K
0,0.6575342465753424,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.19387755102040813,United-States,<=50K,65.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K,0.6575342465753424,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.60114123,United-States,>50K,65.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,59.91184054,United-States,>50K,0.2878458499908447,Y,<=50K,<=50K
0,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,0.39795918367346933,Guatemala,<=50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,<=50K,0.1643835616438356,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,1.1,0.62958327,Guatemala,>50K,29.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,4791.6,62.69916046000001,Guatemala,>50K,0.27808713912963867,Y,<=50K,<=50K
0,0.4931506849315069,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.39795918367346933,United-States,>50K,53.00000000000001,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,0.39698225,State-gov,1st-4th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.39795918367346933,United-States,<=50K,45.979704250000005,State-gov,1st-4th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.27666401863098145,Y,>50K,>50K
0,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,0.39795918367346933,United-States,<=50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K,0.2054794520547945,Private,Bachelors,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Male,0.0,0.0,0.39795918367346933,United-States,>50K,32.0,Private,Bachelors,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,>50K,0.27387309074401855,Y,<=50K,<=50K
0,0.2876712328767123,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,0.47959183673469385,United-States,<=50K,38.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48.0,United-States,<=50K,0.2876712328767123,Private,11th,Divorced,Other-service,Unmarried,White,Female,0.3,0.0,0.47959183673469385,United-States,>50K,38.0,Private,11th,Divorced,Other-service,Unmarried,White,Female,29999.7,0.0,48.0,United-States,>50K,0.2764449119567871,Y,<=50K,<=50K
0,0.2054794520547945,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.42857142857142855,United-States,>50K,32.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,>50K,0.2054794520547945,Private,Bachelors,Divorced,Exec-managerial,Husband,White,Male,0.0,0.0,0.42857142857142855,United-States,<=50K,32.0,Private,Bachelors,Divorced,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,United-States,<=50K,0.2752251625061035,Y,>50K,>50K
0,0.2465753424657534,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,0.39795918367346933,United-States,<=50K,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,0.2465753424657534,Private,Some-college,Married-civ-spouse,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,0.4,0.0,0.39795918367346933,United-States,>50K,35.0,Private,Some-college,Married-civ-spouse,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,39999.600000000006,0.0,40.0,United-States,>50K,0.2762279510498047,Y,<=50K,<=50K
0,0.4794520547945205,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,0.5,United-States,<=50K,52.0,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,50.00000000000001,United-States,<=50K,0.4794520547945205,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Female,0.2,0.0,0.5,United-States,>50K,52.0,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Female,19999.800000000003,0.0,50.00000000000001,United-States,>50K,0.2741739749908447,Y,<=50K,<=50K
0,0.2602739726027397,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,0.39795918367346933,United-States,<=50K,36.0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,0.2602739726027397,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.6,0.39795918367346933,United-States,>50K,36.0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,2613.6,40.0,United-States,>50K,0.27379727363586426,Y,<=50K,<=50K
