,Unnamed: 0,scaled_input_age,scaled_input_workclass,scaled_input_education,scaled_input_marital-status,scaled_input_occupation,scaled_input_relationship,scaled_input_race,scaled_input_sex,scaled_input_capital-gain,scaled_input_capital-loss,scaled_input_hours-per-week,scaled_input_native-country,scaled_input_class,origin_input_age,origin_input_workclass,origin_input_education,origin_input_marital-status,origin_input_occupation,origin_input_relationship,origin_input_race,origin_input_sex,origin_input_capital-gain,origin_input_capital-loss,origin_input_hours-per-week,origin_input_native-country,origin_input_class,scaled_cf_age,scaled_cf_workclass,scaled_cf_education,scaled_cf_marital-status,scaled_cf_occupation,scaled_cf_relationship,scaled_cf_race,scaled_cf_sex,scaled_cf_capital-gain,scaled_cf_capital-loss,scaled_cf_hours-per-week,scaled_cf_native-country,scaled_cf_class,origin_cf_age,origin_cf_workclass,origin_cf_education,origin_cf_marital-status,origin_cf_occupation,origin_cf_relationship,origin_cf_race,origin_cf_sex,origin_cf_capital-gain,origin_cf_capital-loss,origin_cf_hours-per-week,origin_cf_native-country,origin_cf_class,running_time,Found,ground_truth,prediction
0,0,0.5205479264259338,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.1428571492433548,United-States,<=50K,54.99999862909318,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,15.000000625848772,United-States,<=50K,0.5205479264259338,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Male,0.0,0.0,0.36808489,United-States,>50K,54.99999862909318,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Male,0.0,0.0,37.07231922,United-States,>50K,0.4351444244384765,Y,<=50K,<=50K
0,0,0.5205479264259338,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.1428571492433548,United-States,<=50K,54.99999862909318,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,15.000000625848772,United-States,<=50K,0.5205479264259338,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.8891444,United-States,>50K,54.99999862909318,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,88.1361512,United-States,>50K,0.3960726261138916,Y,<=50K,<=50K
0,0,0.5205479264259338,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.1428571492433548,United-States,<=50K,54.99999862909318,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,15.000000625848772,United-States,<=50K,0.5205479264259338,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.5,0.8915763,United-States,>50K,54.99999862909318,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2178.0,88.3744774,United-States,>50K,0.40352463722229,Y,<=50K,<=50K
0,0,0.5205479264259338,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.1428571492433548,United-States,<=50K,54.99999862909318,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,15.000000625848772,United-States,<=50K,0.5205479264259338,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.7,0.0,0.1428571492433548,Haiti,>50K,54.99999862909318,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,69999.3,0.0,15.000000625848772,Haiti,>50K,0.403548002243042,Y,<=50K,<=50K
0,0,0.5205479264259338,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.1428571492433548,United-States,<=50K,54.99999862909318,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,15.000000625848772,United-States,<=50K,0.5205479264259338,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.73972343,India,>50K,54.99999862909318,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,73.49289614,India,>50K,0.3988831043243408,Y,<=50K,<=50K
1,0,0.6575342416763306,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.1938775479793548,United-States,<=50K,64.99999964237213,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,19.99999970197678,United-States,<=50K,0.6575342416763306,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.9,0.0,0.03035253,United-States,>50K,64.99999964237213,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,89999.1,0.0,3.97454794,United-States,>50K,0.4415225982666015,Y,<=50K,<=50K
1,0,0.6575342416763306,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.1938775479793548,United-States,<=50K,64.99999964237213,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,19.99999970197678,United-States,<=50K,0.6575342416763306,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.9,0.0,0.1938775479793548,United-States,>50K,64.99999964237213,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,89999.1,0.0,19.99999970197678,United-States,>50K,0.3989996910095215,Y,<=50K,<=50K
1,0,0.6575342416763306,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.1938775479793548,United-States,<=50K,64.99999964237213,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,19.99999970197678,United-States,<=50K,0.6575342416763306,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.9,0.0,0.1938775479793548,United-States,>50K,64.99999964237213,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,89999.1,0.0,19.99999970197678,United-States,>50K,0.4040517807006836,Y,<=50K,<=50K
1,0,0.6575342416763306,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.1938775479793548,United-States,<=50K,64.99999964237213,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,19.99999970197678,United-States,<=50K,0.6575342416763306,Local-gov,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.9,0.0,0.1938775479793548,United-States,>50K,64.99999964237213,Local-gov,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,89999.1,0.0,19.99999970197678,United-States,>50K,0.4009506702423095,Y,<=50K,<=50K
1,0,0.6575342416763306,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.1938775479793548,United-States,<=50K,64.99999964237213,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,19.99999970197678,United-States,<=50K,0.6575342416763306,Private,Doctorate,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.1938775479793548,United-States,>50K,64.99999964237213,Private,Doctorate,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,19.99999970197678,United-States,>50K,0.4035134315490722,Y,<=50K,<=50K
