,scaled_input_age,scaled_input_age_cat,scaled_input_sex,scaled_input_race,scaled_input_priors_count,scaled_input_days_b_screening_arrest,scaled_input_c_charge_degree,scaled_input_is_recid,scaled_input_is_violent_recid,scaled_input_two_year_recid,scaled_input_length_of_stay,scaled_input_class,origin_input_age,origin_input_age_cat,origin_input_sex,origin_input_race,origin_input_priors_count,origin_input_days_b_screening_arrest,origin_input_c_charge_degree,origin_input_is_recid,origin_input_is_violent_recid,origin_input_two_year_recid,origin_input_length_of_stay,origin_input_class,scaled_cf_age,scaled_cf_age_cat,scaled_cf_sex,scaled_cf_race,scaled_cf_priors_count,scaled_cf_days_b_screening_arrest,scaled_cf_c_charge_degree,scaled_cf_is_recid,scaled_cf_is_violent_recid,scaled_cf_two_year_recid,scaled_cf_length_of_stay,scaled_cf_class,origin_cf_age,origin_cf_age_cat,origin_cf_sex,origin_cf_race,origin_cf_priors_count,origin_cf_days_b_screening_arrest,origin_cf_c_charge_degree,origin_cf_is_recid,origin_cf_is_violent_recid,origin_cf_two_year_recid,origin_cf_length_of_stay,origin_cf_class,running_time,Found,ground_truth,prediction
0,0.12820512820512822,25 - 45,Female,Other,0.02631578947368421,0.0,F,0,0,0,0.0,Medium-Low,28.0,25 - 45,Female,Other,1.0,0.0,F,0,0,0,0.0,Medium-Low,0.13111227,25 - 45,Female,Other,0.3,0.0,F,0,0,0,0.0,High,28.22675706,25 - 45,Female,Other,11.4,0.0,F,0,0,0,0.0,High,0.05698370933532715,Y,Medium-Low,Medium-Low
0,0.051282051282051294,Less than 25,Male,Caucasian,0.15789473684210525,0.15894039735099338,F,1,0,1,0.07759699624530664,High,22.0,Less than 25,Male,Caucasian,6.0,168.0,F,1,0,1,62.0,High,0.051282051282051294,Less than 25,Male,Caucasian,0.15789473684210525,0.9758193196,F,0,0,1,0.07759699624530664,Medium-Low,22.0,Less than 25,Male,Caucasian,6.0,1031.4410208172,F,0,0,1,62.0,Medium-Low,0.05666303634643555,Y,High,High
0,0.33333333333333337,25 - 45,Male,African-American,0.0,0.000946073793755913,M,0,0,0,0.0025031289111389237,Medium-Low,44.0,25 - 45,Male,African-American,0.0,1.0,M,0,0,0,2.0,Medium-Low,0.33333333333333337,25 - 45,Male,African-American,1.1,0.000946073793755913,M,0,0,0,0.0,High,44.0,25 - 45,Male,African-American,41.800000000000004,1.0,M,0,0,0,0.0,High,0.05797624588012695,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,M,0,1,0,0.8,High,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,M,0,1,0,639.2,High,0.05805206298828125,Y,Medium-Low,Medium-Low
0,0.14102564102564105,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,29.000000000000004,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0,Medium-Low,0.14102564102564105,25 - 45,Male,African-American,0.0,0.7873048286,F,0,0,0,0.0,High,29.000000000000004,25 - 45,Male,African-American,0.0,832.1812038301999,F,0,0,0,0.0,High,0.058628082275390625,Y,Medium-Low,Medium-Low
0,0.07692307692307696,Less than 25,Male,African-American,0.05263157894736842,0.000946073793755913,M,0,0,0,0.003754693366708386,Medium-Low,24.000000000000004,Less than 25,Male,African-American,2.0,1.0,M,0,0,0,3.0,Medium-Low,0.30762967,Less than 25,Male,African-American,0.1,0.000946073793755913,M,0,0,0,0.003754693366708386,Medium-Low,41.99511426,Less than 25,Male,African-American,3.8000000000000003,1.0,M,0,0,0,3.0,Medium-Low,0.057852745056152344,Y,Medium-Low,High
0,0.07692307692307696,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,0.0012515644555694619,Medium-Low,24.000000000000004,Less than 25,Male,African-American,0.0,0.0,M,1,0,1,1.0,Medium-Low,0.07692307692307696,Greater than 45,Male,African-American,0.0,0.0,M,1,0,1,0.3,High,24.000000000000004,Greater than 45,Male,African-American,0.0,0.0,M,1,0,1,239.7,High,0.0584111213684082,Y,Medium-Low,Medium-Low
0,0.1794871794871795,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,0.0012515644555694619,Medium-Low,32.0,25 - 45,Male,African-American,0.0,0.0,F,0,0,0,1.0,Medium-Low,0.1794871794871795,Greater than 45,Male,African-American,0.9,0.0,F,0,0,0,0.0012515644555694619,High,32.0,Greater than 45,Male,African-American,34.2,0.0,F,0,0,0,1.0,High,0.05590677261352539,Y,Medium-Low,Medium-Low
0,0.08974358974358973,25 - 45,Male,Hispanic,0.05263157894736842,0.000946073793755913,F,1,0,1,0.0,Medium-Low,25.0,25 - 45,Male,Hispanic,2.0,1.0,F,1,0,1,0.0,Medium-Low,0.08974358974358973,25 - 45,Female,Hispanic,0.8,0.000946073793755913,F,1,0,1,0.0,High,25.0,25 - 45,Female,Hispanic,30.400000000000002,1.0,F,1,0,1,0.0,High,0.05496382713317871,Y,Medium-Low,Medium-Low
0,0.24358974358974358,25 - 45,Female,African-American,0.10526315789473684,0.000946073793755913,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Female,African-American,4.0,1.0,M,0,0,0,0.0,Medium-Low,0.76678373,25 - 45,Female,African-American,0.7,0.000946073793755913,M,0,0,0,0.0,High,77.80913094,25 - 45,Female,African-American,26.6,1.0,M,0,0,0,0.0,High,0.058064937591552734,Y,Medium-Low,Medium-Low
0,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.000946073793755913,F,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,African-American,4.0,1.0,F,0,0,0,33.0,High,0.11538461538461539,25 - 45,Male,African-American,1.0,0.000946073793755913,F,0,0,0,0.04130162703379224,High,27.0,25 - 45,Male,African-American,38.0,1.0,F,0,0,0,33.0,High,0.05794978141784668,Y,High,Medium-Low
0,0.19230769230769232,25 - 45,Male,Hispanic,0.02631578947368421,0.000946073793755913,F,0,0,0,0.0,Medium-Low,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,0.0,Medium-Low,0.19230769230769232,25 - 45,Male,Hispanic,0.02631578947368421,0.000946073793755913,F,0,0,0,0.6,High,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,479.4,High,0.05805516242980957,Y,Medium-Low,Medium-Low
0,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.28382213812677387,M,1,0,1,0.0,High,27.0,25 - 45,Male,African-American,4.0,300.0,M,1,0,1,0.0,High,0.11538461538461539,25 - 45,Male,African-American,0.10526315789473684,0.28382213812677387,M,1,0,0,0.0,Medium-Low,27.0,25 - 45,Male,African-American,4.0,300.0,M,1,0,0,0.0,Medium-Low,0.0556337833404541,Y,High,High
0,0.10256410256410256,25 - 45,Male,Caucasian,0.05263157894736842,0.000946073793755913,F,0,0,0,0.0,Medium-Low,26.0,25 - 45,Male,Caucasian,2.0,1.0,F,0,0,0,0.0,Medium-Low,0.10256410256410256,25 - 45,Male,Caucasian,1.1,0.000946073793755913,F,0,0,0,0.0,High,26.0,25 - 45,Male,Caucasian,41.800000000000004,1.0,F,0,0,0,0.0,High,0.05662679672241211,Y,Medium-Low,Medium-Low
0,0.20512820512820515,25 - 45,Male,Hispanic,0.05263157894736842,0.0,M,1,0,1,0.0012515644555694619,Medium-Low,34.0,25 - 45,Male,Hispanic,2.0,0.0,M,1,0,1,1.0,Medium-Low,0.20512820512820515,25 - 45,Male,Hispanic,0.05263157894736842,0.444850681,M,1,0,1,0.0012515644555694619,High,34.0,25 - 45,Male,Hispanic,2.0,470.207169817,M,1,0,1,1.0,High,0.05751800537109375,Y,Medium-Low,Medium-Low
0,0.3205128205128205,25 - 45,Male,Caucasian,0.10526315789473684,0.0,F,1,1,1,0.0025031289111389237,Medium-Low,42.99999999999999,25 - 45,Male,Caucasian,4.0,0.0,F,1,1,1,2.0,Medium-Low,0.3205128205128205,Less than 25,Male,Caucasian,0.10526315789473684,0.0,F,1,1,1,0.6,High,42.99999999999999,Less than 25,Male,Caucasian,4.0,0.0,F,1,1,1,479.4,High,0.05880403518676758,Y,Medium-Low,Medium-Low
0,0.24358974358974358,25 - 45,Male,Caucasian,0.10526315789473684,0.0,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Male,Caucasian,4.0,0.0,M,0,0,0,0.0,Medium-Low,0.24358974358974358,25 - 45,Male,Caucasian,1.0,0.0,M,0,0,0,0.1,High,37.0,25 - 45,Male,Caucasian,38.0,0.0,M,0,0,0,79.9,High,0.08016705513000488,Y,Medium-Low,Medium-Low
0,0.15384615384615383,25 - 45,Male,Caucasian,0.0,0.000946073793755913,M,0,0,0,0.0,Medium-Low,30.0,25 - 45,Male,Caucasian,0.0,1.0,M,0,0,0,0.0,Medium-Low,0.15384615384615383,25 - 45,Male,Caucasian,0.3,0.000946073793755913,M,0,0,0,0.0,High,30.0,25 - 45,Male,Caucasian,11.4,1.0,M,0,0,0,0.0,High,0.07671880722045898,Y,Medium-Low,Medium-Low
0,0.4487179487179488,Greater than 45,Male,African-American,0.21052631578947367,0.000946073793755913,F,1,0,1,0.006257822277847309,Medium-Low,53.00000000000001,Greater than 45,Male,African-American,8.0,1.0,F,1,0,1,5.0,Medium-Low,0.4487179487179488,Greater than 45,Male,African-American,0.8,0.000946073793755913,F,1,0,1,0.006257822277847309,High,53.00000000000001,Greater than 45,Male,African-American,30.400000000000002,1.0,F,1,0,1,5.0,High,0.07145404815673828,Y,Medium-Low,Medium-Low
0,0.41025641025641024,Greater than 45,Male,Caucasian,0.02631578947368421,0.000946073793755913,F,1,0,0,0.0012515644555694619,Medium-Low,50.0,Greater than 45,Male,Caucasian,1.0,1.0,F,1,0,0,1.0,Medium-Low,0.41025641025641024,Greater than 45,Male,Caucasian,0.5,0.67131793,F,1,0,0,0.0012515644555694619,High,50.0,Greater than 45,Male,Caucasian,19.0,709.58305201,F,1,0,0,1.0,High,0.05666708946228027,Y,Medium-Low,Medium-Low
