8.482295900876635208e-02,6.144741291849846743e-01,8.066581306017922559e-02,4.329357247060842961e-02,2.581926514399205397e-01,8.159398683066221292e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.069941270688735235e-01,2.238837405223250698e-01,1.542639869636067140e-01,5.670919100577063166e-01,1.348065777694011647e-01,4.166619972431723218e-02,3.357582350341639099e-01,6.215064809499350196e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.117858951989643246e-01,8.392410486021861793e-02,6.622322929610408027e-02,5.922174840085289160e-01,6.105434395811087933e-02,2.654823342596268620e-02,2.385920887538796609e-01,4.297037964121817877e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.793810368618175000e-01,9.609077790895975690e-02
4.437043929673351039e-02,3.006425431180249630e-01,4.388960022762838920e-02,2.179696215566806483e-02,4.944479552225331531e-01,1.088023356938750408e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.317672183662572882e-01,4.976832350463353816e-01,8.158609451385115396e-02,5.339273474982864087e-01,6.902888375818688749e-02,2.056040553009163066e-02,6.471428085800727814e-01,8.322506571592591662e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.538976754657511492e-01,2.047040614678772574e-01,1.001388787369345001e-02,2.777185501066098405e-01,1.098063138630467339e-02,4.093886462882091737e-03,4.195337779832264968e-01,4.887892811751123889e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.108614232209737649e-01,1.713236258690803981e-01
2.276801018659091458e-01,1.772066283395332675e-01,2.160335751885047451e-01,1.281644211790955168e-01,3.086575787668142112e-01,6.917008324015405663e-02,4.941424554826616411e-02,1.020874751491053639e-01,2.156967431927389045e-01,1.499578770008422879e-01,9.842476914720257875e-02,1.206526785911693905e-01,8.693398671252886012e-02,4.360867989794507682e-02,2.035897610225379517e-01,4.138592621687767203e-02,3.300505050505049554e-02,1.951127107406705752e-01,3.070017448077896893e-01,1.855920843525006234e-02,1.645347562312696188e-01,1.287313432835821558e-01,1.505769915103451484e-01,7.679138547042477225e-02,2.220828105395232233e-01,3.895373092334410148e-02,4.205982905982906528e-02,1.647079037800687207e-01,1.444904395821013376e-01,3.082775810048532517e-02
3.922327244233311250e-01,3.584714237402771841e-01,3.790012804097311339e-01,2.558139534883721034e-01,3.912611717974181502e-01,2.004907441918250821e-01,1.544751640112464464e-01,2.579025844930417644e-01,2.407901761879338576e-01,1.164700926705979356e-01,9.357233387651636702e-02,1.742023922704459271e-01,7.769872308344721867e-02,6.383662247524270195e-02,9.902437366148825193e-02,1.481856361603770822e-01,4.934343434343434198e-02,1.850161015343814996e-01,1.067709799065683501e-01,5.303815485814572517e-02,4.178057159564358414e-01,5.543710021321962556e-01,3.803060342636368496e-01,2.593787217149662316e-01,4.637786435977018784e-01,3.176548204635639694e-01,2.480341880341880578e-01,5.295532646048108916e-01,3.690124186871673873e-01,2.051029778302506101e-01
4.691218962730789865e-01,5.312817044301656466e-01,4.586712192345995254e-01,3.254097657255642373e-01,2.769702988173694536e-01,2.716486520064604893e-01,2.820993439550140147e-01,2.850894632206759649e-01,1.601708489054992635e-01,8.656276326874468019e-02,1.443056309976461782e-01,2.911627495633332674e-01,1.190218159543891263e-01,9.633580999555470259e-02,2.174252982969031023e-01,3.026558298335196850e-01,1.247979797979797828e-01,3.299867399128622591e-01,1.133843642708391858e-01,9.826154250100188614e-02,4.276734156859877678e-01,6.247334754797442269e-01,3.980987240099639335e-01,2.631004366812226825e-01,4.783068084263356057e-01,3.734416082118151570e-01,4.304273504273505302e-01,5.975945017182130448e-01,1.843090873250542439e-01,1.600419782237964550e-01
3.310152309123854941e-01,3.554277984443692251e-01,3.312704509887608451e-01,2.026516776795675157e-01,4.160873882820258496e-01,3.017766182134427044e-01,2.764761012183692412e-01,2.972166998011928074e-01,4.180459156433530277e-01,3.096040438079192825e-01,3.537932283179431175e-02,6.385283778106969066e-02,3.246477877774112814e-02,2.356751426041935396e-02,7.923989529863684211e-02,9.787896183944162776e-02,5.050505050505050414e-02,1.383405948096230464e-01,1.032532222659987425e-01,3.735334355955392815e-02,3.527519918134637833e-01,4.824093816631130904e-01,3.223527019470285859e-01,2.035529972211194694e-01,5.549098593409496072e-01,3.670382551833202278e-01,4.245299145299145649e-01,6.316151202749140658e-01,6.284249950719495992e-01,3.034238488783944088e-01
2.335569812429599823e-01,3.442678390260398569e-01,2.312562242139707402e-01,1.291083841070968796e-01,2.878035569197436860e-01,2.421418809790036597e-01,1.600281162136832080e-01,1.540258449304174881e-01,3.278163374265884444e-01,2.639005897219881547e-01,9.150823827629911422e-02,1.498817130602047576e-01,8.585025679687130484e-02,4.019066190011916229e-02,1.637488527042186004e-01,2.317279511738223607e-01,1.189898989898989928e-01,2.657700322030687734e-01,2.746383745145494215e-01,1.297693572682171725e-01,1.747679263211753820e-01,2.945095948827293197e-01,1.710131665904122134e-01,8.130706629614925518e-02,2.234035527966716228e-01,1.828933453638753870e-01,1.627350427350427731e-01,2.620274914089346652e-01,2.207766607530061709e-01,1.482356027810573518e-01
2.977129144424310869e-01,4.254311802502535045e-01,3.038127756437615234e-01,1.795674933493520975e-01,6.081971652974631493e-01,3.207230711889675900e-01,3.245079662605435677e-01,3.243538767395626188e-01,3.561131873998932829e-01,3.961668070766637406e-01,1.838131450298750302e-01,3.868977868181918689e-01,1.954954530462234830e-01,8.012357162335309591e-02,4.108848624944759220e-01,2.301417046862253846e-01,1.178030303030302844e-01,3.902254214813411504e-01,2.674621489277874131e-01,1.178502826029877160e-01,2.818507419048315588e-01,5.860874200426439140e-01,2.903258604036398349e-01,1.447250893211591838e-01,6.770785181271874453e-01,2.764211077800738936e-01,3.255555555555555980e-01,5.749140893470789937e-01,2.986398580721466578e-01,2.511478420569330239e-01
6.116362211665604676e-01,4.822455191072031466e-01,6.813202447005263229e-01,4.610829829228524357e-01,6.858355150311454818e-01,1.000000000000000000e+00,8.795688847235237917e-01,7.972166998011928074e-01,9.284570208222105991e-01,6.625947767481046302e-01,2.970124932102117810e-01,3.367087488116031757e-01,3.718607171464919925e-01,2.047037904512157280e-01,2.946255566509161095e-01,4.935341571743662170e-01,2.755050505050504750e-01,4.911915135442319058e-01,1.000000000000000000e+00,1.759255420587869656e-01,5.369490534317666874e-01,5.250533049040512212e-01,5.887346855777541021e-01,3.472111949186185154e-01,6.123621475269100944e-01,5.715574700934307195e-01,6.564957264957265171e-01,8.618556701030928302e-01,7.638478218016954147e-01,2.925357470812016136e-01
2.967334345462558920e-01,4.754819073385186945e-01,2.889457959880495919e-01,1.800394748133527789e-01,2.509704793716710514e-01,1.386197043110945770e-01,1.100515463917525610e-01,1.165009940357852880e-01,3.235451147891085233e-01,9.119629317607391705e-02,1.170378417526706238e-01,1.536403634836056575e-01,9.762992979314893960e-02,6.187546460763766742e-02,8.967603766529555487e-02,1.787019971598634294e-01,8.512626262626263318e-02,1.907558249668497852e-01,2.546575111161141214e-01,7.573621878584359257e-02,2.314158321760105275e-01,3.816631130063966593e-01,2.211885516750546343e-01,1.196903533148074572e-01,1.486495410420655694e-01,1.134266670547486588e-01,1.161538461538461631e-01,2.098281786941580684e-01,2.164399763453578318e-01,5.358782631509906302e-02
